major_special_id,major_code,major_name,major_type,major_level2,major_level3,evaluation_label,is_new_quality_productivity_major,directions,confidence,score,rationale,tier1_examples,tier1_offer_count,tier1_interpretation,tier2_examples,tier2_offer_count,tier2_interpretation,tier3_examples,tier3_offer_count,tier3_interpretation,policy_source_ids,policy_evidence_excerpt,official_major_source,sample_basis,estimation_note,needs_review
114,060103,考古学,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,北京大学/北京/排名2；吉林大学/吉林/排名50；西北大学/陕西/排名91；安徽大学/安徽/排名93；郑州大学/河南/排名120,6,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知；官方专业目录：国务院学位委员会 教育部关于印发《研究生教育学科专业目录（2022年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
115,060104,文物与博物馆学,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,天津师范大学/天津/排名262；西北民族大学/甘肃/排名594,2,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
1132,060105T,文物保护技术,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,西北大学/陕西/排名91,1,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,西北民族大学/甘肃/排名594；天水师范大学/甘肃/排名673,2,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知；官方专业目录：教育部关于印发《职业教育专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
1133,060106T,外国语言与外国历史,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
1278,060107T,文化遗产,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于公布2015年度普通高等学校本科专业备案和审批结果的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
8770,060108T,古文字学,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于公布2020年度普通高等学校本科专业备案和审批结果及《普通高等学校本科专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
9326,060109T,科学史,本科(普通),历史学,历史学类,否,否,,medium,-1,人文社科/艺术/教育等传统门类，未命中产业技术方向,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于公布2021年度普通高等学校本科专业备案和审批结果及《普通高等学校本科专业目录（2022年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
070101,070101,数学与应用数学,本科(普通),理学,数学类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,清华大学/北京/排名1；复旦大学/上海/排名4；浙江大学/浙江/排名7；南京大学/江苏/排名8；北京航空航天大学/北京/排名9,39,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,山东师范大学/山东/排名188；辽宁师范大学/辽宁/排名190；杭州师范大学/浙江/排名192；四川师范大学/四川/排名215；广东财经大学/广东/排名225,71,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,江苏第二师范学院/江苏/排名508；河池学院/广西/排名637；凯里学院/贵州/排名662；渭南师范学院/陕西/排名672；许昌学院/河南/排名698,15,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于公布2019年度普通高等学校本科专业备案和审批结果及《普通高等学校本科专业目录（2020年版）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,三个层级均找到远程开设样本；样本用于解释层级差异，专业定性仍按专业属性和政策证据判断。,是
117,070102,信息与计算科学,本科(普通),理学,数学类,相关,相关,digital_economy;artificial_intelligence,medium,3,专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,北京大学/北京/排名2；东南大学/江苏/排名14；电子科技大学/四川/排名18；大连理工大学/辽宁/排名25；南京航空航天大学/江苏/排名32,18,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为digital_economy;artificial_intelligence。,重庆邮电大学/重庆/排名127；东北电力大学/吉林/排名144；沈阳航空航天大学/辽宁/排名152；桂林电子科技大学/广西/排名176；成都信息工程大学/四川/排名179,25,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为digital_economy;artificial_intelligence。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为digital_economy;artificial_intelligence。,ndrc_ai_bidding_2026;ndrc_ai_bidding_2026,digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使... | artificial_intelligence: 国家发展改革委等部门/2026/人工智能 - 关于加快招标投标领域人工智能推广应用的实施意见(发改法规〔2026〕195号),教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
1134,070103T,数理基础科学,本科(普通),理学,数学类,弱相关,相关,quantum_technology,low,2,专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为quantum_technology。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为quantum_technology。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为quantum_technology。,ndrc_15th_five_year_plan_2026,quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
8374,070104T,数据计算及应用,本科(普通),理学,数学类,是,是,artificial_intelligence;digital_economy,high,8,专业名称/专业类直接命中新质生产力方向关键词；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为artificial_intelligence;digital_economy。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；更偏工程转化、区域产业链和特色学科建设，方向为artificial_intelligence;digital_economy。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为artificial_intelligence;digital_economy。,ndrc_ai_bidding_2026;ndrc_ai_bidding_2026,artificial_intelligence: 国家发展改革委等部门/2026/人工智能 - 关于加快招标投标领域人工智能推广应用的实施意见(发改法规〔2026〕195号) | digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使...,教育部本科目录/备案候选：教育部关于公布2018年度普通高等学校本科专业备案和审批结果的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
121286,070105TK,智能计算,本科(普通),理学,数学类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于公布《普通高等学校本科专业目录（2026年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
070201,070201,物理学,本科(普通),理学,物理学类,相关,相关,quantum_technology,medium,4,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,清华大学/北京/排名1；复旦大学/上海/排名4；中国科学技术大学/安徽/排名5；浙江大学/浙江/排名7；南京大学/江苏/排名8,26,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为quantum_technology。,湖北大学/湖北/排名173；山东师范大学/山东/排名188；辽宁师范大学/辽宁/排名190；四川师范大学/四川/排名215；江西师范大学/江西/排名233,46,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为quantum_technology。,凯里学院/贵州/排名662；广西民族师范学院/广西/排名675；商丘师范学院/河南/排名732；通化师范学院/吉林/排名777；周口师范学院/河南/排名780,8,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为quantum_technology。,ndrc_15th_five_year_plan_2026,quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知；官方专业目录：国务院学位委员会 教育部关于印发《研究生教育学科专业目录（2022年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,三个层级均找到远程开设样本；样本用于解释层级差异，专业定性仍按专业属性和政策证据判断。,否
119,070202,应用物理学,本科(普通),理学,物理学类,相关,相关,commercial_space;integrated_circuit;quantum_technology;digital_economy;green_low_carbon,medium,5,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,电子科技大学/四川/排名18；天津大学/天津/排名22；北京邮电大学/北京/排名23；大连理工大学/辽宁/排名25；西安电子科技大学/陕西/排名29,13,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为commercial_space;integrated_circuit;quantum_technology;digital_economy;green_low_carbon。,青岛大学/山东/排名148；西安理工大学/陕西/排名155；河北大学/河北/排名214；烟台大学/山东/排名379；铜仁学院/贵州/排名621,5,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为commercial_space;integrated_circuit;quantum_technology;digital_economy;green_low_carbon。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为commercial_space;integrated_circuit;quantum_technology;digital_economy;green_low_carbon。,ndrc_15th_five_year_plan_2026;ndrc_15th_five_year_plan_2026;ndrc_15th_five_year_plan_2026,commercial_space: 国家发展改革委/2026/航空航天 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展， | integrated_circuit: 国家发展改革委/2026/集成电路 - 01 集成电路 | quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
120,070203,核物理,本科(普通),理学,物理学类,相关,相关,quantum_technology,medium,4,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为quantum_technology。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为quantum_technology。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为quantum_technology。,ndrc_15th_five_year_plan_2026,quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
1135,070204T,声学,本科(普通),理学,物理学类,相关,相关,digital_economy;quantum_technology,medium,5,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为digital_economy;quantum_technology。,中国计量大学/浙江/排名183,1,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为digital_economy;quantum_technology。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为digital_economy;quantum_technology。,ndrc_ai_bidding_2026;ndrc_15th_five_year_plan_2026,digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使... | quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
8375,070205T,系统科学与工程,本科(普通),理学,物理学类,相关,相关,quantum_technology,medium,4,所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为quantum_technology。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为quantum_technology。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为quantum_technology。,ndrc_15th_five_year_plan_2026,quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。,教育部本科目录/备案候选：教育部关于公布2017年度普通高等学校本科专业备案和审批结果的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
8798,070206T,量子信息科学,本科(普通),理学,物理学类,是,是,quantum_technology;artificial_intelligence;digital_economy;integrated_circuit,high,10,专业名称/专业类直接命中新质生产力方向关键词；所属门类或专业类属于政策方向的基础支撑领域；专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为quantum_technology;artificial_intelligence;digital_economy;integrated_circuit。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；更偏工程转化、区域产业链和特色学科建设，方向为quantum_technology;artificial_intelligence;digital_economy;integrated_circuit。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为quantum_technology;artificial_intelligence;digital_economy;integrated_circuit。,ndrc_15th_five_year_plan_2026;ndrc_ai_bidding_2026;ndrc_ai_bidding_2026,quantum_technology: 国家发展改革委/2026/量子 - 用仪器仪表研发，推进量子计量、原位计量等新型计量校准仪器仪表攻关。 | artificial_intelligence: 国家发展改革委等部门/2026/人工智能 - 关于加快招标投标领域人工智能推广应用的实施意见(发改法规〔2026〕195号) | digital_economy: 国家发展改革委等部门/2026/数据资源 - ...升级机制，及时更新数据集和知识库，运用招标投标专业数据进行针对性训练，不断优化模型算法，提升模型精准度。要建立用户评价反馈机制，及时收集、处理用户需求，完善应用功能，以用户反馈驱动模型迭代优化。 （十一）健全应用机制。 各地要加强人工智能应用与招标投标全流程各环节的衔接，健全模型生成内容的转化应用机制，保障模型充分发挥作用。坚持技术的辅助性定位，模型生成的结论不替代招标人、招标代理机构、投标人、评标专家等的自主判断，不改变使...,教育部本科目录/备案候选：教育部关于公布2020年度普通高等学校本科专业备案和审批结果及《普通高等学校本科专业目录（2021年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,否
070301,070301,化学,本科(普通),理学,化学类,否,否,,low,0,未命中已抓取政策方向词、专业类规则或官方新兴候选证据,清华大学/北京/排名1；北京大学/北京/排名2；复旦大学/上海/排名4；中国科学技术大学/安徽/排名5；南京大学/江苏/排名8,36,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,湖北大学/湖北/排名173；山东师范大学/山东/排名188；辽宁师范大学/辽宁/排名190；杭州师范大学/浙江/排名192；河北大学/河北/排名214,49,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,廊坊师范学院/河北/排名581；渭南师范学院/陕西/排名672；商丘师范学院/河南/排名732；淮南师范学院/安徽/排名764；白城师范学院/吉林/排名815,7,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,,,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知；官方专业目录：国务院学位委员会 教育部关于印发《研究生教育学科专业目录（2022年）》的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,三个层级均找到远程开设样本；样本用于解释层级差异，专业定性仍按专业属性和政策证据判断。,是
122,070302,应用化学,本科(普通),理学,化学类,弱相关,相关,new_materials,low,2,专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,天津大学/天津/排名22；中山大学/广东/排名24；中南大学/湖南/排名38；华东理工大学/上海/排名56；北京化工大学/北京/排名61,19,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为new_materials。,燕山大学/河北/排名133；东北电力大学/吉林/排名144；长沙理工大学/湖南/排名161；汕头大学/广东/排名195；中南民族大学/湖北/排名202,51,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为new_materials。,太原工业学院/山西/排名638；许昌学院/河南/排名698；湘南学院/湖南/排名703；珠海科技学院/广东/排名735；昭通学院/云南/排名782,10,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为new_materials。,ndrc_15th_five_year_plan_2026,new_materials: 国家发展改革委/2026/先进材料 - 产品，推进先进材料、跨尺度制造等创新应用。实施重大技术装备,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,三个层级均找到远程开设样本；样本用于解释层级差异，专业定性仍按专业属性和政策证据判断。,是
1136,070303T,化学生物学,本科(普通),理学,化学类,弱相关,相关,bio_manufacturing,low,2,专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,中国海洋大学/山东/排名54,1,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为bio_manufacturing。,湖北大学/湖北/排名173；闽南师范大学/福建/排名469；肇庆学院/广东/排名564；长江师范学院/重庆/排名618；乐山师范学院/四川/排名645,5,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为bio_manufacturing。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为bio_manufacturing。,ndrc_15th_five_year_plan_2026,bio_manufacturing: 国家发展改革委/2026/生物医药 - 机器人、生物医药、高端装备、航空航天等战略性新兴产业发展，,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
1137,070304T,分子科学与工程,本科(普通),理学,化学类,弱相关,相关,new_materials,low,2,专业介绍、课程、就业方向或专业名与政策方向词匹配；教育部目录/备案候选池中可追溯,未找到该层级开设样本,0,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为new_materials。,未找到该层级开设样本,0,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为new_materials。,未找到该层级开设样本,0,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为new_materials。,ndrc_15th_five_year_plan_2026,new_materials: 国家发展改革委/2026/先进材料 - 产品，推进先进材料、跨尺度制造等创新应用。实施重大技术装备,教育部本科目录/备案候选：教育部关于印发《普通高等学校本科专业目录（2012年）》等文件的通知,远程 edu_school_major 开设关系 + remote_edu_university_three_tiers_20260614.csv 三层院校分类；政策证据来自 policy_evidence_seed_20260612_v5。,未找到开设样本的层级：头部/强研究型高校、区域重点/特色优势高校、普通应用/职业供给高校；这些层级仅按专业属性和政策证据估算。,是
