major_code,major_name,major_level,degree,limit_year,level2_name,level3_name,core_courses_estimated,course_basis,data_note,tier1_school_examples,tier1_course_focus,tier2_school_examples,tier2_course_focus,tier3_school_examples,tier3_course_focus
460503,船舶电气工程技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,武汉交通职业学院、武汉船舶职业技术学院、青岛港湾职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：武汉交通职业学院、武汉船舶职业技术学院、青岛港湾职业技术学院,江西职业技术大学、安徽国防科技职业学院、广东交通职业技术学院、浙江国际海运职业技术学院、渤海船舶职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：江西职业技术大学、安徽国防科技职业学院、广东交通职业技术学院、浙江国际海运职业技术学院、渤海船舶职业学院
460504,船舶智能焊接技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,武汉船舶职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：武汉船舶职业技术学院,渤海船舶职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：渤海船舶职业学院
460505,船舶舾装工程技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,武汉船舶职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：武汉船舶职业技术学院,渤海船舶职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：渤海船舶职业学院
460506,船舶涂装工程技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,渤海船舶职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：渤海船舶职业学院
460507,船舶通信装备技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,天津海运职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：天津海运职业学院,渤海船舶职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：渤海船舶职业学院
460508,游艇设计与制造,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,天津海运职业学院、武汉船舶职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：天津海运职业学院、武汉船舶职业技术学院,渤海船舶职业学院、珠海城市职业技术学院、益阳职业技术学院、泉州海洋职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：渤海船舶职业学院、珠海城市职业技术学院、益阳职业技术学院、泉州海洋职业学院
460509,邮轮内装技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,江苏海事职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江苏海事职业技术学院,渤海船舶职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：渤海船舶职业学院
460510,海洋工程装备技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,天津海运职业学院、武汉船舶职业技术学院、江苏海事职业技术学院、江苏航运职业技术学院、烟台职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：天津海运职业学院、武汉船舶职业技术学院、江苏海事职业技术学院、江苏航运职业技术学院、烟台职业学院,烟台科技学院、厦门海洋职业技术学院、日照职业技术大学、渤海船舶职业学院、滨州职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：烟台科技学院、厦门海洋职业技术学院、日照职业技术大学、渤海船舶职业学院、滨州职业技术大学
460511,海洋电力工程技术,专科(高职),,三年,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
460512,无人艇应用技术,专科(高职),,,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
460513,新能源船舶技术,专科(高职),,,装备制造大类,船舶与海洋工程装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
460601,飞行器数字化制造技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,安徽机电职业技术学院、扬州工业职业技术学院、潍坊职业学院、西安航空职业技术学院、辽宁机电职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：安徽机电职业技术学院、扬州工业职业技术学院、潍坊职业学院、西安航空职业技术学院、辽宁机电职业技术学院,南京工业职业技术大学、江西飞行学院、四川工程职业技术大学、湖南汽车工程职业大学、江西职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：南京工业职业技术大学、江西飞行学院、四川工程职业技术大学、湖南汽车工程职业大学、江西职业技术大学
460602,飞行器数字化装配技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,成都航空职业技术大学、张家界航空工业职业技术学院、江苏航空职业技术学院、陕西航空职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：成都航空职业技术大学、张家界航空工业职业技术学院、江苏航空职业技术学院、陕西航空职业技术学院
460603,航空发动机制造技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,西安航空职业技术学院、长沙航空职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：西安航空职业技术学院、长沙航空职业技术学院,湖南汽车工程职业大学、扬州职业技术大学、天津机电职业技术学院、张家界航空工业职业技术学院、陕西航空职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：湖南汽车工程职业大学、扬州职业技术大学、天津机电职业技术学院、张家界航空工业职业技术学院、陕西航空职业技术学院
460604,航空发动机装配调试技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,西安航空职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：西安航空职业技术学院,湖南汽车工程职业大学、成都航空职业技术大学、张家界航空工业职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：湖南汽车工程职业大学、成都航空职业技术大学、张家界航空工业职业技术学院
460605,飞机机载设备装配调试技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,山东航空学院、云南机电职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：山东航空学院、云南机电职业技术学院,江西职业技术大学、天津机电职业技术学院、江苏航空职业技术学院、贵州航空职业技术学院、陕西航空职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：江西职业技术大学、天津机电职业技术学院、江苏航空职业技术学院、贵州航空职业技术学院、陕西航空职业技术学院
460606,航空装备表面处理技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,成都航空职业技术大学、沧州航空职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：成都航空职业技术大学、沧州航空职业学院
460607,飞行器维修技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,昌吉学院、云南交通职业技术学院、西安航空职业技术学院、长沙航空职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：昌吉学院、云南交通职业技术学院、西安航空职业技术学院、长沙航空职业技术学院,江西飞行学院、湖南汽车工程职业大学、重庆电子科技职业大学、新疆天山职业技术大学、湖北三峡航空学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：江西飞行学院、湖南汽车工程职业大学、重庆电子科技职业大学、新疆天山职业技术大学、湖北三峡航空学院
460608,航空发动机维修技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,广州民航职业技术学院、西安航空职业技术学院、长沙航空职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：广州民航职业技术学院、西安航空职业技术学院、长沙航空职业技术学院,成都航空职业技术大学、江苏航空职业技术学院、三亚航空旅游职业学院、四川西南航空职业学院、曹妃甸职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：成都航空职业技术大学、江苏航空职业技术学院、三亚航空旅游职业学院、四川西南航空职业学院、曹妃甸职业技术学院
460609,无人机应用技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,内蒙古大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：内蒙古大学,深圳职业技术大学、深圳信息职业技术大学、河南科技学院、广东轻工职业技术大学、山东航空学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、深圳信息职业技术大学、河南科技学院、广东轻工职业技术大学、山东航空学院,汉江师范学院、黑龙江工业学院、北京科技职业大学、金华职业技术大学、苏州职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：汉江师范学院、黑龙江工业学院、北京科技职业大学、金华职业技术大学、苏州职业技术大学
460610,航空材料精密成型技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,常州机电职业技术学院、西安航空职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：常州机电职业技术学院、西安航空职业技术学院,四川工程职业技术大学、湖南汽车工程职业大学、成都航空职业技术大学、江苏航空职业技术学院、贵州航空职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：四川工程职业技术大学、湖南汽车工程职业大学、成都航空职业技术大学、江苏航空职业技术学院、贵州航空职业技术学院
460611,导弹维修技术,专科(高职),,三年,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,长沙航空职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：长沙航空职业技术学院,江西航空职业技术学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：江西航空职业技术学院
460612,航天装备精密制造技术,专科(高职),,三年,装备制造大类,航空装备类,课程设置包含三大模块、专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,local_edu_major_course_or_learn_what+category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,武汉交通职业学院、重庆航天职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：武汉交通职业学院、重庆航天职业技术学院,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
460613,航天装备智能装配技术,专科(高职),,,装备制造大类,航空装备类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,未匹配rysxai课程文本,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,库内未命中,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：库内未命中该层次开设样例,库内未命中,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：库内未命中该层次开设样例
460701,汽车制造与试验技术,专科(高职),,三年,装备制造大类,汽车制造类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,长春师范大学、顺德职业技术大学、德州学院、广州职业技术大学、吉林工程技术师范学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：长春师范大学、顺德职业技术大学、德州学院、广州职业技术大学、吉林工程技术师范学院,河南工学院、蚌埠学院、德宏师范学院、北京科技职业大学、柳州职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：河南工学院、蚌埠学院、德宏师范学院、北京科技职业大学、柳州职业技术大学
460702,新能源汽车技术,专科(高职),,三年,装备制造大类,汽车制造类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,内蒙古大学,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：内蒙古大学,深圳职业技术大学、内蒙古农业大学、广东轻工职业技术大学、顺德职业技术大学、广州职业技术大学,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、内蒙古农业大学、广东轻工职业技术大学、顺德职业技术大学、广州职业技术大学,淮南师范学院、北京科技职业大学、柳州职业技术大学、朝阳师范学院、金华职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：淮南师范学院、北京科技职业大学、柳州职业技术大学、朝阳师范学院、金华职业技术大学
460703,汽车电子技术,专科(高职),,三年,装备制造大类,汽车制造类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、内蒙古农业大学、云南机电职业技术学院、内蒙古机电职业技术学院、吉林工业职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、内蒙古农业大学、云南机电职业技术学院、内蒙古机电职业技术学院、吉林工业职业技术学院,湖南汽车工程职业大学、南宁职业技术大学、无锡职业技术大学、河北科技工程职业技术大学、长春汽车职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：湖南汽车工程职业大学、南宁职业技术大学、无锡职业技术大学、河北科技工程职业技术大学、长春汽车职业技术大学
460704,智能网联汽车技术,专科(高职),,三年,装备制造大类,汽车制造类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、广州职业技术大学、吉林铁道职业技术大学、云南交通职业技术学院、云南机电职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、广州职业技术大学、吉林铁道职业技术大学、云南交通职业技术学院、云南机电职业技术学院,北京科技职业大学、武汉职业技术大学、柳州职业技术大学、苏州职业技术大学、四川工程职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：北京科技职业大学、武汉职业技术大学、柳州职业技术大学、苏州职业技术大学、四川工程职业技术大学
460705,汽车造型与改装技术,专科(高职),,三年,装备制造大类,汽车制造类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,武汉交通职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：武汉交通职业学院,湖南汽车工程职业大学、长春汽车职业技术大学、新疆交通职业技术大学、西安汽车职业大学、云南交通运输职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：湖南汽车工程职业大学、长春汽车职业技术大学、新疆交通职业技术大学、西安汽车职业大学、云南交通运输职业学院
470101,食品生物技术,专科(高职),,三年,生物与化工大类,生物技术类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,内蒙古农业大学、烟台南山学院、天津现代职业技术学院、山东商业职业技术学院、湖南化工职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：内蒙古农业大学、烟台南山学院、天津现代职业技术学院、山东商业职业技术学院、湖南化工职业技术学院,济宁学院、武汉职业技术大学、贵州轻工职业大学、长春职业技术大学、淄博职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：济宁学院、武汉职业技术大学、贵州轻工职业大学、长春职业技术大学、淄博职业技术大学
470102,药品生物技术,专科(高职),,三年,生物与化工大类,生物技术类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,深圳职业技术大学、武汉生物工程学院、天津现代职业技术学院、威海职业学院、山东科技职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：深圳职业技术大学、武汉生物工程学院、天津现代职业技术学院、威海职业学院、山东科技职业学院,济宁学院、菏泽学院、北京科技职业大学、连云港师范学院、宁波职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：济宁学院、菏泽学院、北京科技职业大学、连云港师范学院、宁波职业技术大学
470103,农业生物技术,专科(高职),,三年,生物与化工大类,生物技术类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,江苏农林职业技术学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：江苏农林职业技术学院,安阳工学院、陇南师范学院、陕西农林职业技术大学、上海农林职业技术学院、吉林工程职业学院,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：安阳工学院、陇南师范学院、陕西农林职业技术大学、上海农林职业技术学院、吉林工程职业学院
470104,化工生物技术,专科(高职),,三年,生物与化工大类,生物技术类,专业导论、岗位基础技能、专业核心技术、设备/软件操作、项目实训、职业规范、综合实训、顶岗实习,category_template,rysxai课程文本未抽出课程名,库内未命中,头部/强研究型：核心课不一定换名称，但会加深数学/理论和研究训练，重点看理论深度、科研训练、交叉前沿、学术写作；样例：库内未命中该层次开设样例,广东轻工职业技术大学、东营职业学院,区域重点/特色优势：核心课保持完整，通常叠加地方产业、行业场景、实验项目和专业方向模块；样例：广东轻工职业技术大学、东营职业学院,朝阳师范学院、伊犁职业技术学院、新疆应用职业技术学院、昆明冶金职业大学、滨州职业技术大学,普通应用/职业供给：更强调岗位技能、项目实训、证书衔接、综合实践，课程呈现更实训化、工具化；样例：朝阳师范学院、伊犁职业技术学院、新疆应用职业技术学院、昆明冶金职业大学、滨州职业技术大学
