special_id,专业代码,专业名称,专业类型,门类/大类,专业类,学位,学制,软科专业排名,平均薪资,五年平均薪资,语文要求,数学要求,英语要求,物理要求,化学要求,生物要求,政治要求,历史要求,地理要求,主要求学科,整体学科画像,评分依据简述,课程介绍覆盖,专业介绍来源,新质生产力标签,新质方向,新质判断可信度,第1层开设数,第1层样例学校,第1层适配解读,第2层开设数,第2层样例学校,第2层适配解读,第3层开设数,第3层样例学校,第3层适配解读
8806,080719T,柔性电子学,本科(普通),工学,电子信息类,工学学士,四年,,0.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；电子通信/硬件类覆盖：电路、信号和器件物理要求高,否,,相关,integrated_circuit;artificial_intelligence;bio_manufacturing,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8807,080720T,智能测控工程,本科(普通),工学,电子信息类,工学学士,四年,,134555.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；电子通信/硬件类覆盖：电路、信号和器件物理要求高,否,,相关,artificial_intelligence;commercial_space;integrated_circuit,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9885,080721T,智能视觉工程,本科(普通),工学,电子信息类,工学学士,四年,,128178.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2184,相关,artificial_intelligence;integrated_circuit,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
10118,080722T,智能视听工程,本科(普通),工学,电子信息类,工学学士,四年,,0.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2226,相关,artificial_intelligence;integrated_circuit,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
121290,080723TK,半导体工艺与装备,本科(普通),工学,电子信息类,,四年,,,,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；课程文本含物理、力学、电路或控制训练；电子通信/硬件类覆盖：电路、信号和器件物理要求高,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2265,是,integrated_circuit;artificial_intelligence,high,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
80601,080601,电气工程及其自动化,本科(普通),工学,电气类,工学学士,四年,,,,4,4,3,5,2,1,1,1,2,物理、语文、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=310,相关,green_low_carbon,medium,40,清华大学/北京/排名1；上海交通大学/上海/排名3；浙江大学/浙江/排名7,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、语文、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约40；本层开设样例：清华大学/北京/排名1；上海交通大学/上海/排名3；浙江大学/浙江/排名7。,72,东北电力大学/吉林/排名144；西安理工大学/陕西/排名155；长沙理工大学/湖南/排名161,第2层更看学科基础与区域行业应用结合，核心学科为物理、语文、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约72；本层开设样例：东北电力大学/吉林/排名144；西安理工大学/陕西/排名155；长沙理工大学/湖南/排名161。,13,浙江水利水电学院/浙江/排名528；河池学院/广西/排名637；许昌学院/河南/排名698,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、语文、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约13；本层开设样例：浙江水利水电学院/浙江/排名528；河池学院/广西/排名637；许昌学院/河南/排名698。
1154,080602T,智能电网信息工程,本科(普通),工学,电气类,工学学士,四年,,117182.0,21100.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高,否,,相关,digital_economy;green_low_carbon;future_industries,medium,2,华北电力大学(北京)/北京/排名51；华北电力大学(保定)/河北/排名59,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约2；本层开设样例：华北电力大学(北京)/北京/排名51；华北电力大学(保定)/河北/排名59。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1155,080603T,光源与照明,本科(普通),工学,电气类,工学学士,四年,,117204.0,32900.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高,否,,相关,integrated_circuit;green_low_carbon;artificial_intelligence;new_materials,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,2,佛山大学/广东/排名243；丽水学院/浙江/排名610,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约2；本层开设样例：佛山大学/广东/排名243；丽水学院/浙江/排名610。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1156,080604T,电气工程与智能控制,本科(普通),工学,电气类,工学学士,四年,,117130.0,21100.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；电气自动化/控制类覆盖：数学、物理、控制和设备系统要求高,否,,是,artificial_intelligence;green_low_carbon,high,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8385,080605T,电机电器智能化,本科(普通),工学,电气类,工学学士,四年,,117157.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；电气自动化/控制类覆盖：数学、物理、控制和设备系统要求高,否,,相关,artificial_intelligence;green_low_carbon,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8386,080606T,电缆工程,本科(普通),工学,电气类,工学学士,四年,,117157.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高,否,,相关,green_low_carbon,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8805,080607T,能源互联网工程,本科(普通),工学,电气类,工学学士,四年,,117784.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高,否,,相关,green_low_carbon,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9331,080608TK,智慧能源工程,本科(普通),工学,电气类,工学学士,四年,,117336.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高,否,,是,green_low_carbon;artificial_intelligence;digital_economy,high,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9784,080609T,电动载运工程,本科(普通),工学,电气类,工学学士,四年,,127437.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高,否,,相关,commercial_space;green_low_carbon,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9884,080610TK,大功率半导体科学与工程,本科(普通),工学,电气类,工学学士,四年,,146020.0,0.0,3,4,3,5,2,1,1,1,2,物理、数学,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示工程物理、力电或设备系统方向；该方向对物理、电路、力学或控制基础要求很高；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2183,是,green_low_carbon;integrated_circuit,high,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为物理、数学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为物理、数学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为物理、数学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
192,081501,采矿工程,本科(普通),工学,矿业类,工学学士,四年,,129440.0,19800.0,3,4,3,4,2,1,1,1,2,数学、物理,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=391,否,,low,8,中南大学/湖南/排名38；东北大学/辽宁/排名40；重庆大学/重庆/排名43,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约8；本层开设样例：中南大学/湖南/排名38；东北大学/辽宁/排名40；重庆大学/重庆/排名43。,14,山东科技大学/山东/排名209；安徽理工大学/安徽/排名247；湖南科技大学/湖南/排名256,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约14；本层开设样例：山东科技大学/山东/排名209；安徽理工大学/安徽/排名247；湖南科技大学/湖南/排名256。,3,六盘水师范学院/贵州/排名723；吕梁学院/山西/排名991；泰山科技学院/山东/排名1139,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约3；本层开设样例：六盘水师范学院/贵州/排名723；吕梁学院/山西/排名991；泰山科技学院/山东/排名1139。
193,081502,石油工程,本科(普通),工学,矿业类,工学学士,四年,,130417.0,21100.0,4,4,3,4,4,1,1,1,2,语文、数学、物理、化学,材料工艺型：适合物理和化学基础好，愿意做材料、能源、工艺或检测方向的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示化学、材料、药品或质量检测方向；课程文本含数学/统计/算法训练；课程文本含物理、力学、电路或控制训练；课程文本含阅读、写作、文献或沟通训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=392,否,,low,5,中国石油大学(北京)/北京/排名72；中国石油大学(华东)/山东/排名86；中国地质大学(北京)/北京/排名99,第1层更看理论深度、科研训练和英文资料阅读，核心学科为语文、数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约5；本层开设样例：中国石油大学(北京)/北京/排名72；中国石油大学(华东)/山东/排名86；中国地质大学(北京)/北京/排名99。,6,燕山大学/河北/排名133；西安石油大学/陕西/排名254；长江大学/湖北/排名337,第2层更看学科基础与区域行业应用结合，核心学科为语文、数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约6；本层开设样例：燕山大学/河北/排名133；西安石油大学/陕西/排名254；长江大学/湖北/排名337。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为语文、数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
194,081503,矿物加工工程,本科(普通),工学,矿业类,工学学士,四年,,137621.0,18500.0,3,4,3,4,4,1,1,1,2,数学、物理、化学,材料工艺型：适合物理和化学基础好，愿意做材料、能源、工艺或检测方向的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示化学、材料、药品或质量检测方向；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=393,否,,low,5,中南大学/湖南/排名38；东北大学/辽宁/排名40；武汉理工大学/湖北/排名58,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约5；本层开设样例：中南大学/湖南/排名38；东北大学/辽宁/排名40；武汉理工大学/湖北/排名58。,8,武汉科技大学/湖北/排名138；安徽理工大学/安徽/排名247；昆明理工大学/云南/排名276,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约8；本层开设样例：武汉科技大学/湖北/排名138；安徽理工大学/安徽/排名247；昆明理工大学/云南/排名276。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
195,081504,油气储运工程,本科(普通),工学,矿业类,工学学士,四年,,91737.0,17200.0,3,4,3,4,4,1,1,1,2,数学、物理、化学,材料工艺型：适合物理和化学基础好，愿意做材料、能源、工艺或检测方向的学生。,工学类：数学、物理和工程表达是基础；课程文本含物理、力学、电路或控制训练；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2150,否,,low,4,中国石油大学(北京)/北京/排名72；中国石油大学(华东)/山东/排名86；西南石油大学/四川/排名141,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约4；本层开设样例：中国石油大学(北京)/北京/排名72；中国石油大学(华东)/山东/排名86；西南石油大学/四川/排名141。,8,西安石油大学/陕西/排名254；常州大学/江苏/排名312；浙江海洋大学/浙江/排名322,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约8；本层开设样例：西安石油大学/陕西/排名254；常州大学/江苏/排名312；浙江海洋大学/浙江/排名322。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1180,081505T,矿物资源工程,本科(普通),工学,矿业类,工学学士,四年,,128784.0,13500.0,3,4,3,4,4,1,1,1,4,数学、物理、化学、地理,空间环境型：适合地理空间理解好，同时能做数学/物理建模、测绘、规划或资源环境分析的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示化学、材料、药品或质量检测方向；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向,否,,否,,low,2,北京科技大学/北京/排名44；广西大学/广西/排名106,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理、化学、地理；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约2；本层开设样例：北京科技大学/北京/排名44；广西大学/广西/排名106。,2,南华大学/湖南/排名319；辽宁工程技术大学/辽宁/排名404,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理、化学、地理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约2；本层开设样例：南华大学/湖南/排名319；辽宁工程技术大学/辽宁/排名404。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理、化学、地理；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
1181,081506T,海洋油气工程,本科(普通),工学,矿业类,工学学士,四年,,140822.0,16100.0,3,4,3,4,2,1,1,1,5,地理、数学、物理,空间环境型：适合地理空间理解好，同时能做数学/物理建模、测绘、规划或资源环境分析的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示地理空间、资源环境、城乡规划或交通旅游方向；该方向对地理空间、自然环境或区域系统理解要求很高；地理空间类覆盖：地理、区域系统和空间数据是核心,否,,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为地理、数学、物理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为地理、数学、物理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为地理、数学、物理；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
8811,081507T,智能采矿工程,本科(普通),工学,矿业类,工学学士,四年,,119329.0,0.0,3,4,3,4,2,1,1,1,2,数学、物理,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础,否,,相关,digital_economy;artificial_intelligence;advanced_manufacturing,medium,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
9336,081508TK,碳储科学与工程,本科(普通),工学,矿业类,工学学士,四年,,139140.0,0.0,3,4,3,4,2,1,1,1,2,数学、物理,数理工程型：适合数学、物理基础较强，能接受建模、制图、设备或系统训练的学生。,工学类：数学、物理和工程表达是基础,否,,弱相关,green_low_carbon,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
121292,081509TK,稀土科学与工程,本科(普通),工学,矿业类,,四年,,,,3,4,3,4,4,1,1,1,2,数学、物理、化学,材料工艺型：适合物理和化学基础好，愿意做材料、能源、工艺或检测方向的学生。,工学类：数学、物理和工程表达是基础；课程文本含数学/统计/算法训练；课程文本含化学、药学或仪器分析训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=2267,否,,low,0,,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；未匹配到开设样本；本层暂无开设样例。,0,,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；未匹配到开设样本；本层暂无开设样例。,0,,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；未匹配到开设样本；本层暂无开设样例。
196,081601,纺织工程,本科(普通),工学,纺织类,工学学士,四年,,79319.0,15700.0,3,4,3,4,4,1,1,1,2,数学、物理、化学,材料工艺型：适合物理和化学基础好，愿意做材料、能源、工艺或检测方向的学生。,工学类：数学、物理和工程表达是基础；专业名称/专业类显示化学、材料、药品或质量检测方向；课程文本含物理、力学、电路或控制训练,是,https://api.rysxai.cn/api/ry_education/profession/info/?id=397,弱相关,new_materials,low,5,苏州大学/江苏/排名60；江南大学/江苏/排名67；东华大学/上海/排名71,第1层更看理论深度、科研训练和英文资料阅读，核心学科为数学、物理、化学；适合强基础、能承受高强度抽象/实验/论文训练的学生；开设数约5；本层开设样例：苏州大学/江苏/排名60；江南大学/江苏/排名67；东华大学/上海/排名71。,13,青岛大学/山东/排名148；浙江理工大学/浙江/排名168；武汉纺织大学/湖北/排名273,第2层更看学科基础与区域行业应用结合，核心学科为数学、物理、化学；适合基础较扎实、希望进入区域产业链或特色行业平台的学生；开设数约13；本层开设样例：青岛大学/山东/排名148；浙江理工大学/浙江/排名168；武汉纺织大学/湖北/排名273。,1,河南工程学院/河南/排名702,第3层更看岗位技能落地、证书/实训和就业入口，核心学科为数学、物理、化学；适合目标明确、愿意把学科基础转成具体操作技能的学生；开设数约1；本层开设样例：河南工程学院/河南/排名702。
